url,section,tab,title,text,word_count,scrape_status
https://www.raca.gov.qa/Documents/Circulars%20And%20Guides/PPO862020Ar.pdf,آلية تنفيذ الجزاءات المالية المستهدفة,آلية تنفيذ الجزاءات المالية المستهدفة,قرار النائب العام رقم (86) لسنة 2020 بشأن إدراج الأفخاص والكيانات المد,النيابة العامة مكتب النائب العام النيابة ة ق العـــامة قرار رقم (86 ) لسنة 2020 بشأن ادراج الأشخاص والكيانات المدرجين على قوائم مجلس الأمن ولجنة الجزاءات على قائمة العقوبات النائب العام بعد الاطلاع على القانون رقم (۱۰) لسنة ۲۰۰۲ بشأن النيابة العامة والقوانين المعدلة له، وعلى قانون العقوبات الصادر بالقانون رقم (۱۱) لسنه ۲۰۰4 والقوانين المعدلة له، وعلى قانون الإجراءات الجنائية الصادر بالقانون رقم (۳۲) لسنة ۲۰۰4م والقوانين المعدلة له، وعلى قانون مكافحة غسل الأموال وتمويل الإرهاب الصادر بالقانون رقم (۲۰) لسنة 2019م. وعلى قانون مكافحة الإرهاب الصادر بالقانون رقم (۲۷) لسنة 2019م. وعلى قرار النائب العام رقم (1) لسنه ۲۰۲۰م بشأن تنظيم آليات تنفيذ الجزاءات المالية المستهدفة المتصلة بمنع تمويل الإرهاب ومنع تمويل انتشار أسلحة الدمار الشامل تطبيقا لقرارات مجلس الأمن وعلى قرار النائب العام رقم (59) لسنة ۲۰۲۰م بشأن اصدار وثيقة المبادئ التوجيهية لفاعلية تطبيق منظومة العقوبات المالية المستهدفة في الدولة. قرر ما يلي:- مادة (1) يدرج على قائمة العقوبات جميع الأشخاص الطبيعيين والكيانات الصادر بإدراجهم من لجنة الجزاءات التابعة لمجلس الأمن بموجب أحكام الفصل السابع من ميثاق الأمم المتحدة أي من القرارات التالية: .۱ قرارات مجلس الأمن (۱۲۶۷ (۱۹۹۹)، ۱۹۸۸(۲۰۱۱)، ۱۹۸۹ (۲۰۱۱)، وأية قرارات حالية أو لاحقه لها، أو مستقبلية. .۲ قرارات مجلس الأمن ۱۷۱۸(۲۰۰۶)، ۱۸۷۴ (۲۰۰۹)، ۲۰۸۷(۲۰۱۳)، ،(۲۰۱۷)2016(، 2356) ۲۳۲۱) ،(2016) ۲۲۷۰ ،(۲۰۱۰) ۲۲۳۱ ،(۲۰۱۳) ۲۰۹ وأية قرارات حاليه أو لاحقه لها، أو مستقبلية. هاتف : 41111114 (974+) فاكس : 97441111142 - ص.ب : 705 - الدوحة - قطر www.pp.gov.qa النيابة العامة مكتب النائب العام النيابة قق العـــامة . أية قرارات مستقبلية لمجلس الأمن تفرض جزاءات مالية مستهدفه في سياق مكافحة الإرهاب وتمويله ومنع انتشار أسلحة الدمار الشامل. 4. أية قرارات أخرى لمجلس الأمن تحددها لجنة الجزاءات. مادة (2) على اللجنة الوطنية لمكافحة الإرهاب والجهات المختصة تنفيذ هذا القرار ويعمل به من تاريخ صدوره. د. علي بن فطيس المري النائب العام صدر بتاريخ : 7 / 2 / 1442هـ الموافق 24/ 2020/9 9 - فاكس : 41111142 (974 - ص.ب : 705 - الدوحة هاتف : 41111114 (974+) www.pp.gov.qa قطر,324,ok_vision
